id_materias,nome,creditos,descricao
BIJ0207-15,Bases Conceituais da Energia,2,"Parte I – [Conceituação e importância] O que é energia? Aspectos históricos do conceito de energia. Energia e as 4 interações. Energia potencial, cinética, térmica, química, eólica, nuclear, solar etc. Fontes de energia primária: hídrica, eólica, nuclear, biomassa, fósseis, solar, marés e outras. Princípio da conservação da energia.Parte II – [Conversão] Conversão calor em trabalho, conversão de energia solar em alimentos e combustível (fotossíntese), conversão de energia nuclear em calor e conversões de energia química. Conversão de energia mecânica em elétrica e vice versa. Usinas de potência.Parte III – [Uso da Energia] Aspectos históricos e econômicos do uso da energia. Matriz energética e uso final de energia. Armazenamento e transporte de energia na sociedade. Impactos socioambientais da energia."
BIR0004-15,Bases Epistemológicas da Ciência Moderna,3,Epistemologia e ciência: doxa e episteme; senso comum e justificação da crença; os fundamentos do conhecimento objetivo; o problema do ceticismo.
BIS0003-15,Bases Matemáticas,4,"Elementos de Linguagem e Lógica Matemática: proposições, conectivos e quantificadores, condições necessária e suficiente. Elementos da Teoria Ingênua de Conjuntos: Conjuntos, Subconjuntos, Operações com Conjuntos: União e Intersecção. Conjuntos Numéricos: Números naturais e Indução. Números Reais. Equações e Inequações. Funções: definição e propriedades. Funções Injetoras e Sobrejetoras. Operação com Funções. Função Composta e Inversa. Funções Reais: função escada, função módulo, funções lineares, funções polinomiais, funções racionais, funções trigonométricas, funções trigonométricas inversas, funções exponenciais e funções logarítmicas. Gráficos de funções. Transformações do gráfico de uma função: translação e dilatação. Limite e Continuidade: conceito de limite de função; propriedades dos limites; Teorema do Confronto, limites laterais; limites infinitos; Continuidade; Teorema do Valor Intermediário."
MCZC002-15,Bases Neurais da Motricidade,4,"Princípios gerais e exemplos de controle motor em sistemas biológicos, com ênfase nos mecanismos neurais que regem diferentes aspectos do movimento e do planejamento do movimento: Recepção sensorial, reflexos, organização da espinha dorsal, geradores de padrões, funções musculares, locomoção, movimentos oculares, aspectos cognitivos do movimento, função de estruturas motoras centrais, plasticidade cortical, aprendizagem motor, abordagens computacionais do controle motor, distúrbios motores."
NHZ4060-15,Biocombustíveis e Biorrefinarias,4,"Conceito e tipos de biorrefinarias. Matérias primas para produção de biocombustiveis. Processos de transformação para produção de biocombustíveis (fermentação, entre outros) e para biorrefinarias. Transformação e uso de produtos naturais. Aspectos econômicos, sociais e ambientais. Políticas públicas. legislação e regulação."
BCL0306-15,Biodiversidade: Interações entre organismos e ambiente,3,"Meio físico e biomas. Energia e ciclos biogeoquímicos. Adaptação em ambientes variantes. Ciclos de vida, sexo e evolução. Comportamento social. Estrutura de populações. Modelos de crescimento e dinâmica populacional. Predação, competição e modelos matemáticos. Coevolução e mutualismo. Sucessão ecológica. Biodiversidade, conservação e sustentabilidade."
ESTB019-17,Bioestatística,4,"Análise descritiva de dados, probabilidade e modelos de probabilidade, incidência, prevalência, ensaios clínicos, correlação e regressão, tabelas de contingência, análise inferencial, Teste t, ANOVA,"
NHT1002-15,Bioética,2,Fundamentos da Bioética. Ética na pesquisa científica. Utilização de animais na pesquisa experimental. Pesquisa em seres humanos. Ética e ciência e tecnologia. Ética e meio ambiente.
NHZ1003-15,Biofísica,4,"Abordar os princípios dos aspectos físicos (potencial eletroquímico, movimento, pressão, osmose, difusão, temperatura e radiação) envolvidos nos sistemas biológicos, com ênfase no metabolismo celular, construção e função tecidual ou de órgãos e na sinalização intra e intercelular. Introduzir a metodologia utilizada na análise de fenômenos biofísicos."
ESZB032-17,Bioimpedância Aplicada,2,"Condução elétrica em eletrólitos e no meio dielétrico. Propriedades elétricas de tecidos: propriedades elétricas de materiais biológicos, condutividade/permitividade, membrana celular, impedância da pele, impedância total do corpo (alta frequência, baixa frequência de DC). Segurança elétrica e lesões induzidas por eletricidade: Efeitos de curto e longo prazo à exposição elétrica no organismo. Aplicações clínicas: composição corporal, eletroterapia, eletroporese, eletrocirurgia, pletismografia de impedância elétrica, tomografia de impedância elétrica, miografia de impedância elétrica."
NHT1053-15,Biologia Celular,6,"Origem, diversidade, especialização, organização e interações entre células. Morfologia, fisiologia, divisão, reprodução, sobrevivência e morte celular."
NHZ1008-15,Biologia do Desenvolvimento em Vertebrados,4,Introdução aos conceitos básicos da biologia do desenvolvimento abordando diversos organismos vertebrados. Gametas e gametogênese. Biologia da fecundação. Desenvolvimento embrionário. Morfogênese. Organogênese. Controle do desenvolvimento.
NHZ1009-15,Biologia Molecular e Biotecnologia,3,"Tecnologia do DNA Recombinante e suas aplicações em biotecnologia. Marcadores genéticos, diagnóstico molecular, transgênicos, terapia gênica, produção de Biofármacos."
NHZ1076-15,Biologia Reprodutiva de Plantas,4,"Introduzir conceitos do desenvolvimento reprodutivo de plantas. Apresentar fatores genéticos envolvidos no desenvolvimento reprodutivo de plantas. Abordar a biologia floral e ecologia da polinização das espermatófitas e suas diferentes estratégias reprodutivas, bem como as consequências destas na estrutura genética populacional, fluxo gênico e evolução da recombinação e do sexo nos vegetais."
NHZ6009-18,Biologia Sintética,2,Introduzir e discutir a abordagem científica proposta pela Biologia Sintética no desenvolvimento de bioprocessos e bioprodutos.Objetivos e
ESTU023-17,Biomas Brasileiros,3,"Conceito de Bioma. Biomas zonais e azonais. Caracterização da estrutura e funcionamento dos biomas brasileiros: geomorfologia, clima, solos, vegetação e fauna. Histórico da ocupação humana, situação atual e perspectivas de conservação dos biomas brasileiros. Ecossistemas aquáticos continentais naturais e artificiais: rios, lagos, reservatórios; interfaces. Caracterização da estrutura e funcionamento dos ecossistemas aquáticos, marinhos e interfaces. Aulas práticas com saída de campo."
ESZM032-17,Biomateriais,4,"Definições em Biomateriais. Materiais usados em medicina: Metais, polímeros, cerâmicas, vidros, materiais naturais e compósitos. Boas Práticas de Fabricação e Controle para dispositivos médicos. Legislação nacional em biomateriais; bioética e biotecnologia. Reações do sistema biológico ao biomaterial: Interação de sistemas celulares e superfícies; Inflamação, toxicidade e hipersensibilidade. Degradação de materiais em ambiente biológico: Degradação química e bioquímica de polímeros, metais e cerâmicas; Calcificação de biomateriais. Aplicações de materiais biocompatíveis. Engenharia de tecidos e Medicina regenerativa. Critérios para embalagem e esterilização de biomateriais. Desafios na pesquisa para desenvolvimento de novos biomateriais."
ESTB007-17,Biomecânica I,4,"Movimento linear e angular de partícula e de corpos rígidos em duas e três dimensões sem atentar para suas causas (capítulo Cinemática da Mecânica). Análise da cinemática do movimento humano em duas e três dimensões. Tópicos de modelagem, instrumentação, processamento de sinais e computação científica para estudo do movimento humano."
ESTB027-17,Biomecânica II,4,"Quantidade de movimento, força, torque e energia relacionados ao movimento linear e angular de partícula e de corpos rígidos em duas e três dimensões (capítulo Cinética da Mecânica). Mecânica newtoniana e langrangeana para estudo do movimento humano. Biomecânica do contínuo: propriedades mecânicas dos tecidos biológicos. Tópicos de modelagem, instrumentação, processamento de sinais e computação científica para estudo de forças e o movimento humano."
NHZ1077-15,Bioquímica Clínica,6,"Princípios gerais das determinações bioquímicas em Análises Clínicas, bem como os principais erros e interferentes. Estudo das alterações do metabolismo de carboidratos, lipídeos, proteínas, compostos nitrogenados não proteicos, da fisiopatologia hepática, pancreática e cardíaca. Desenvolvimento da habilidade de execução e interpretação dos exames utilizados para a prevenção, diagnóstico e prognóstico de doenças associadas. Estudo de outras enzimas utilizadas em diagnóstico laboratorial."
NHT4002-13,Bioquímica Experimental,6,"Tampão biológico e experimentação em bioquímica. Estrutura de biomoléculas utilizando como exemplo proteínas. Estrutura primária, secundária, terciária e quaternária de proteínas. Propriedades de Enzimas e proteínas. Cinética Enzimática aplicada. Técnicas de purificação e separação de biomoléculas. Técnicas de análise de biomoléculas."
